protein,gn,cancer_mut_count
CXCR2,gn1x38,0
CXCR3,gn1x38,0
CXCR4,gn1x38,0
CXCR5,gn1x38,0
CXCR6,gn1x38,0
CX3CR1,gn1x38,0
XCR1,gn1x38,0
ACKR1,gn1x38,0
ACKR2,gn1x38,0
ACKR3,gn1x38,0
ACKR4,gn1x38,0
CCRL2,gn1x38,0
CCR1,gn1x39,0
CCR2,gn1x39,0
CCR3,gn1x39,0
CCR4,gn1x39,0
CCR5,gn1x39,0
CCR6,gn1x39,0
CCR7,gn1x39,0
CCR8,gn1x39,0
CCR9,gn1x39,0
CCR10,gn1x39,0
CXCR1,gn1x39,0
CXCR2,gn1x39,0
CXCR3,gn1x39,0
CXCR4,gn1x39,0
CXCR5,gn1x39,0
CXCR6,gn1x39,1
CX3CR1,gn1x39,0
XCR1,gn1x39,0
ACKR1,gn1x39,0
ACKR2,gn1x39,0
ACKR3,gn1x39,0
ACKR4,gn1x39,0
CCRL2,gn1x39,0
CCR1,gn1x40,0
CCR2,gn1x40,2
CCR3,gn1x40,1
CCR4,gn1x40,0
CCR5,gn1x40,0
CCR6,gn1x40,0
CCR7,gn1x40,0
CCR8,gn1x40,0
CCR9,gn1x40,0
CCR10,gn1x40,0
CXCR1,gn1x40,1
CXCR2,gn1x40,0
CXCR3,gn1x40,0
CXCR4,gn1x40,0
CXCR5,gn1x40,0
CXCR6,gn1x40,0
CX3CR1,gn1x40,0
XCR1,gn1x40,0
ACKR1,gn1x40,0
ACKR2,gn1x40,0
ACKR3,gn1x40,0
ACKR4,gn1x40,0
CCRL2,gn1x40,0
CCR1,gn1x41,0
CCR2,gn1x41,0
CCR3,gn1x41,0
CCR4,gn1x41,0
CCR5,gn1x41,0
CCR6,gn1x41,0
CCR7,gn1x41,0
CCR8,gn1x41,0
CCR9,gn1x41,0
CCR10,gn1x41,0
CXCR1,gn1x41,0
CXCR2,gn1x41,0
CXCR3,gn1x41,0
CXCR4,gn1x41,0
CXCR5,gn1x41,0
CXCR6,gn1x41,0
CX3CR1,gn1x41,0
XCR1,gn1x41,0
ACKR1,gn1x41,0
ACKR2,gn1x41,0
ACKR3,gn1x41,1
ACKR4,gn1x41,0
CCRL2,gn1x41,0
CCR1,gn1x42,0
CCR2,gn1x42,0
CCR3,gn1x42,0
CCR4,gn1x42,0
CCR5,gn1x42,0
CCR6,gn1x42,0
CCR7,gn1x42,0
CCR8,gn1x42,0
CCR9,gn1x42,0
CCR10,gn1x42,0
CXCR1,gn1x42,0
CXCR2,gn1x42,0
CXCR3,gn1x42,0
CXCR4,gn1x42,0
CXCR5,gn1x42,0
CXCR6,gn1x42,0
CX3CR1,gn1x42,0
XCR1,gn1x42,0
ACKR1,gn1x42,0
ACKR2,gn1x42,0
ACKR3,gn1x42,0
ACKR4,gn1x42,0
CCRL2,gn1x42,0
CCR1,gn1x43,0
CCR2,gn1x43,0
CCR3,gn1x43,0
CCR4,gn1x43,0
CCR5,gn1x43,0
CCR6,gn1x43,0
CCR7,gn1x43,0
CCR8,gn1x43,0
CCR9,gn1x43,0
CCR10,gn1x43,0
CXCR1,gn1x43,0
CXCR2,gn1x43,0
CXCR3,gn1x43,0
CXCR4,gn1x43,0
CXCR5,gn1x43,0
CXCR6,gn1x43,0
CX3CR1,gn1x43,0
XCR1,gn1x43,0
ACKR1,gn1x43,0
ACKR2,gn1x43,0
ACKR3,gn1x43,0
ACKR4,gn1x43,0
CCRL2,gn1x43,0
CCR1,gn1x44,0
CCR2,gn1x44,0
CCR3,gn1x44,0
CCR4,gn1x44,0
CCR5,gn1x44,0
CCR6,gn1x44,0
CCR7,gn1x44,0
CCR8,gn1x44,0
CCR9,gn1x44,0
CCR10,gn1x44,0
CXCR1,gn1x44,0
CXCR2,gn1x44,0
CXCR3,gn1x44,0
CXCR4,gn1x44,0
CXCR5,gn1x44,0
CXCR6,gn1x44,0
CX3CR1,gn1x44,0
XCR1,gn1x44,0
ACKR1,gn1x44,0
ACKR2,gn1x44,0
ACKR3,gn1x44,0
ACKR4,gn1x44,1
CCRL2,gn1x44,0
CCR1,gn1x45,0
CCR2,gn1x45,0
CCR3,gn1x45,0
CCR4,gn1x45,0
CCR5,gn1x45,0
CCR6,gn1x45,0
CCR7,gn1x45,0
CCR8,gn1x45,0
CCR9,gn1x45,0
CCR10,gn1x45,0
CXCR1,gn1x45,1
CXCR2,gn1x45,0
CXCR3,gn1x45,0
CXCR4,gn1x45,0
CXCR5,gn1x45,0
CXCR6,gn1x45,0
CX3CR1,gn1x45,0
XCR1,gn1x45,1
ACKR1,gn1x45,0
ACKR2,gn1x45,0
ACKR3,gn1x45,0
ACKR4,gn1x45,0
CCRL2,gn1x45,0
CCR1,gn1x46,0
CCR2,gn1x46,0
CCR3,gn1x46,0
CCR4,gn1x46,0
CCR5,gn1x46,0
CCR6,gn1x46,0
CCR7,gn1x46,0
CCR8,gn1x46,0
CCR9,gn1x46,1
CCR10,gn1x46,0
CXCR1,gn1x46,0
CXCR2,gn1x46,0
CXCR3,gn1x46,0
CXCR4,gn1x46,0
CXCR5,gn1x46,0
CXCR6,gn1x46,0
CX3CR1,gn1x46,0
XCR1,gn1x46,1
ACKR1,gn1x46,0
ACKR2,gn1x46,0
ACKR3,gn1x46,0
ACKR4,gn1x46,0
CCRL2,gn1x46,0
CCR1,gn1x47,0
CCR2,gn1x47,0
CCR3,gn1x47,0
CCR4,gn1x47,0
CCR5,gn1x47,0
CCR6,gn1x47,0
CCR7,gn1x47,0
CCR8,gn1x47,1
CCR9,gn1x47,0
CCR10,gn1x47,0
CXCR1,gn1x47,0
CXCR2,gn1x47,0
CXCR3,gn1x47,0
CXCR4,gn1x47,1
CXCR5,gn1x47,0
CXCR6,gn1x47,0
CX3CR1,gn1x47,1
XCR1,gn1x47,0
ACKR1,gn1x47,0
ACKR2,gn1x47,0
ACKR3,gn1x47,0
ACKR4,gn1x47,0
CCRL2,gn1x47,0
CCR1,gn1x48,1
CCR2,gn1x48,0
CCR3,gn1x48,0
CCR4,gn1x48,0
CCR5,gn1x48,0
CCR6,gn1x48,0
CCR7,gn1x48,0
CCR8,gn1x48,0
CCR9,gn1x48,1
CCR10,gn1x48,0
CXCR1,gn1x48,0
CXCR2,gn1x48,0
CXCR3,gn1x48,1
CXCR4,gn1x48,0
CXCR5,gn1x48,1
CXCR6,gn1x48,0
CX3CR1,gn1x48,0
XCR1,gn1x48,1
ACKR1,gn1x48,0
ACKR2,gn1x48,1
ACKR3,gn1x48,0
ACKR4,gn1x48,1
CCRL2,gn1x48,0
CCR1,gn1x49,0
CCR2,gn1x49,1
CCR3,gn1x49,0
CCR4,gn1x49,0
CCR5,gn1x49,1
CCR6,gn1x49,0
CCR7,gn1x49,0
CCR8,gn1x49,2
CCR9,gn1x49,0
CCR10,gn1x49,0
CXCR1,gn1x49,0
CXCR2,gn1x49,2
CXCR3,gn1x49,0
CXCR4,gn1x49,0
CXCR5,gn1x49,1
CXCR6,gn1x49,0
CX3CR1,gn1x49,2
XCR1,gn1x49,0
ACKR1,gn1x49,0
ACKR2,gn1x49,0
ACKR3,gn1x49,0
ACKR4,gn1x49,0
CCRL2,gn1x49,1
CCR1,gn1x50,0
CCR2,gn1x50,0
CCR3,gn1x50,0
CCR4,gn1x50,0
CCR5,gn1x50,0
CCR6,gn1x50,0
CCR7,gn1x50,0
CCR8,gn1x50,0
CCR9,gn1x50,1
CCR10,gn1x50,0
CXCR1,gn1x50,0
CXCR2,gn1x50,0
CXCR3,gn1x50,0
CXCR4,gn1x50,0
CXCR5,gn1x50,0
CXCR6,gn1x50,0
CX3CR1,gn1x50,0
XCR1,gn1x50,0
ACKR1,gn1x50,0
ACKR2,gn1x50,0
ACKR3,gn1x50,0
ACKR4,gn1x50,0
CCRL2,gn1x50,0
CCR1,gn1x51,0
CCR2,gn1x51,0
CCR3,gn1x51,0
CCR4,gn1x51,0
CCR5,gn1x51,0
CCR6,gn1x51,0
CCR7,gn1x51,0
CCR8,gn1x51,0
CCR9,gn1x51,0
CCR10,gn1x51,0
CXCR1,gn1x51,0
CXCR2,gn1x51,0
CXCR3,gn1x51,0
CXCR4,gn1x51,0
CXCR5,gn1x51,0
CXCR6,gn1x51,0
CX3CR1,gn1x51,0
XCR1,gn1x51,0
ACKR1,gn1x51,0
ACKR2,gn1x51,0
ACKR3,gn1x51,0
ACKR4,gn1x51,0
CCRL2,gn1x51,0
CCR1,gn1x52,1
CCR2,gn1x52,0
CCR3,gn1x52,0
CCR4,gn1x52,0
CCR5,gn1x52,0
CCR6,gn1x52,0
CCR7,gn1x52,0
CCR8,gn1x52,0
CCR9,gn1x52,1
CCR10,gn1x52,0
CXCR1,gn1x52,0
CXCR2,gn1x52,0
CXCR3,gn1x52,1
CXCR4,gn1x52,0
CXCR5,gn1x52,0
CXCR6,gn1x52,0
CX3CR1,gn1x52,0
XCR1,gn1x52,0
ACKR1,gn1x52,0
ACKR2,gn1x52,0
ACKR3,gn1x52,0
ACKR4,gn1x52,0
CCRL2,gn1x52,0
CCR1,gn1x53,0
CCR2,gn1x53,0
CCR3,gn1x53,0
CCR4,gn1x53,0
CCR5,gn1x53,0
CCR6,gn1x53,2
CCR7,gn1x53,0
CCR8,gn1x53,0
CCR9,gn1x53,0
CCR10,gn1x53,0
CXCR1,gn1x53,0
CXCR2,gn1x53,1
CXCR3,gn1x53,0
CXCR4,gn1x53,0
CXCR5,gn1x53,0
CXCR6,gn1x53,0
CX3CR1,gn1x53,0
XCR1,gn1x53,0
ACKR1,gn1x53,0
ACKR2,gn1x53,0
ACKR3,gn1x53,0
ACKR4,gn1x53,0
CCRL2,gn1x53,0
CCR1,gn1x54,0
CCR2,gn1x54,0
CCR3,gn1x54,1
CCR4,gn1x54,0
CCR5,gn1x54,0
CCR6,gn1x54,0
CCR7,gn1x54,0
CCR8,gn1x54,0
CCR9,gn1x54,0
CCR10,gn1x54,0
CXCR1,gn1x54,0
CXCR2,gn1x54,0
CXCR3,gn1x54,0
CXCR4,gn1x54,0
CXCR5,gn1x54,0
CXCR6,gn1x54,0
CX3CR1,gn1x54,0
XCR1,gn1x54,0
ACKR1,gn1x54,0
ACKR2,gn1x54,0
ACKR3,gn1x54,0
ACKR4,gn1x54,0
CCRL2,gn1x54,0
CCR1,gn1x55,0
CCR2,gn1x55,0
CCR3,gn1x55,0
CCR4,gn1x55,0
CCR5,gn1x55,0
CCR6,gn1x55,1
CCR7,gn1x55,0
CCR8,gn1x55,0
CCR9,gn1x55,0
CCR10,gn1x55,0
CXCR1,gn1x55,0
CXCR2,gn1x55,0
CXCR3,gn1x55,0
CXCR4,gn1x55,0
CXCR5,gn1x55,0
CXCR6,gn1x55,0
CX3CR1,gn1x55,0
XCR1,gn1x55,0
ACKR1,gn1x55,0
ACKR2,gn1x55,0
ACKR3,gn1x55,0
ACKR4,gn1x55,0
CCRL2,gn1x55,1
CCR1,gn1x56,0
CCR2,gn1x56,0
CCR3,gn1x56,0
CCR4,gn1x56,0
CCR5,gn1x56,0
CCR6,gn1x56,0
CCR7,gn1x56,0
CCR8,gn1x56,1
CCR9,gn1x56,0
CCR10,gn1x56,0
CXCR1,gn1x56,0
CXCR2,gn1x56,0
CXCR3,gn1x56,1
CXCR4,gn1x56,0
CXCR5,gn1x56,0
CXCR6,gn1x56,0
CX3CR1,gn1x56,0
XCR1,gn1x56,0
ACKR1,gn1x56,0
ACKR2,gn1x56,0
ACKR3,gn1x56,0
ACKR4,gn1x56,0
CCRL2,gn1x56,0
CCR1,gn1x57,0
CCR2,gn1x57,0
CCR3,gn1x57,0
CCR4,gn1x57,0
CCR5,gn1x57,0
CCR6,gn1x57,0
CCR7,gn1x57,0
CCR8,gn1x57,0
CCR9,gn1x57,0
CCR10,gn1x57,0
CXCR1,gn1x57,0
CXCR2,gn1x57,0
CXCR3,gn1x57,0
CXCR4,gn1x57,0
CXCR5,gn1x57,0
CXCR6,gn1x57,0
CX3CR1,gn1x57,0
XCR1,gn1x57,0
ACKR1,gn1x57,0
ACKR2,gn1x57,0
ACKR3,gn1x57,0
ACKR4,gn1x57,0
CCRL2,gn1x57,0
CCR1,gn1x58,0
CCR2,gn1x58,0
CCR3,gn1x58,0
CCR4,gn1x58,0
CCR5,gn1x58,1
CCR6,gn1x58,0
CCR7,gn1x58,1
CCR8,gn1x58,0
CCR9,gn1x58,0
CCR10,gn1x58,0
CXCR1,gn1x58,0
CXCR2,gn1x58,0
CXCR3,gn1x58,0
CXCR4,gn1x58,0
CXCR5,gn1x58,0
CXCR6,gn1x58,0
CX3CR1,gn1x58,0
XCR1,gn1x58,0
ACKR1,gn1x58,0
ACKR2,gn1x58,0
ACKR3,gn1x58,0
ACKR4,gn1x58,0
CCRL2,gn1x58,0
CCR1,gn1x59,0
CCR2,gn1x59,0
CCR3,gn1x59,0
CCR4,gn1x59,0
CCR5,gn1x59,1
CCR6,gn1x59,0
CCR7,gn1x59,0
CCR8,gn1x59,0
CCR9,gn1x59,1
CCR10,gn1x59,0
CXCR1,gn1x59,0
CXCR2,gn1x59,0
CXCR3,gn1x59,0
CXCR4,gn1x59,0
CXCR5,gn1x59,2
CXCR6,gn1x59,0
CX3CR1,gn1x59,0
XCR1,gn1x59,0
ACKR1,gn1x59,0
ACKR2,gn1x59,1
ACKR3,gn1x59,0
ACKR4,gn1x59,0
CCRL2,gn1x59,0
CCR1,gn1x60,0
CCR2,gn1x60,0
CCR3,gn1x60,0
CCR4,gn1x60,0
CCR5,gn1x60,0
CCR6,gn1x60,0
CCR7,gn1x60,0
CCR8,gn1x60,0
CCR9,gn1x60,1
CCR10,gn1x60,0
CXCR1,gn1x60,1
CXCR2,gn1x60,1
CXCR3,gn1x60,0
CXCR4,gn1x60,0
CXCR5,gn1x60,0
CXCR6,gn1x60,0
CX3CR1,gn1x60,1
XCR1,gn1x60,0
ACKR1,gn1x60,0
ACKR2,gn1x60,0
ACKR3,gn1x60,0
ACKR4,gn1x60,0
CCRL2,gn1x60,0
CCR1,gnICL1.1,NA
CCR2,gnICL1.1,NA
CCR3,gnICL1.1,NA
CCR4,gnICL1.1,NA
CCR5,gnICL1.1,NA
CCR6,gnICL1.1,NA
CCR7,gnICL1.1,NA
CCR8,gnICL1.1,NA
CCR9,gnICL1.1,NA
CCR10,gnICL1.1,NA
CXCR1,gnICL1.1,NA
CXCR2,gnICL1.1,NA
CXCR3,gnICL1.1,NA
CXCR4,gnICL1.1,NA
CXCR5,gnICL1.1,NA
CXCR6,gnICL1.1,NA
CX3CR1,gnICL1.1,NA
XCR1,gnICL1.1,NA
ACKR1,gnICL1.1,0
ACKR2,gnICL1.1,NA
ACKR3,gnICL1.1,NA
ACKR4,gnICL1.1,NA
CCRL2,gnICL1.1,NA
CCR1,gnICL1.2,NA
CCR2,gnICL1.2,NA
CCR3,gnICL1.2,NA
CCR4,gnICL1.2,NA
CCR5,gnICL1.2,NA
CCR6,gnICL1.2,NA
CCR7,gnICL1.2,NA
CCR8,gnICL1.2,NA
CCR9,gnICL1.2,NA
CCR10,gnICL1.2,NA
CXCR1,gnICL1.2,NA
CXCR2,gnICL1.2,NA
CXCR3,gnICL1.2,NA
CXCR4,gnICL1.2,NA
CXCR5,gnICL1.2,NA
CXCR6,gnICL1.2,NA
CX3CR1,gnICL1.2,NA
XCR1,gnICL1.2,NA
ACKR1,gnICL1.2,0
ACKR2,gnICL1.2,NA
ACKR3,gnICL1.2,NA
ACKR4,gnICL1.2,NA
CCRL2,gnICL1.2,NA
CCR1,gnICL1.3,NA
CCR2,gnICL1.3,NA
CCR3,gnICL1.3,NA
CCR4,gnICL1.3,NA
CCR5,gnICL1.3,NA
CCR6,gnICL1.3,NA
CCR7,gnICL1.3,NA
CCR8,gnICL1.3,NA
CCR9,gnICL1.3,NA
CCR10,gnICL1.3,NA
CXCR1,gnICL1.3,NA
CXCR2,gnICL1.3,NA
CXCR3,gnICL1.3,NA
CXCR4,gnICL1.3,NA
CXCR5,gnICL1.3,NA
CXCR6,gnICL1.3,NA
CX3CR1,gnICL1.3,NA
XCR1,gnICL1.3,NA
ACKR1,gnICL1.3,0
ACKR2,gnICL1.3,NA
ACKR3,gnICL1.3,NA
ACKR4,gnICL1.3,NA
CCRL2,gnICL1.3,NA
CCR1,gn12x48,0
CCR2,gn12x48,0
CCR3,gn12x48,0
CCR4,gn12x48,0
CCR5,gn12x48,0
CCR6,gn12x48,0
CCR7,gn12x48,0
CCR8,gn12x48,0
CCR9,gn12x48,0
CCR10,gn12x48,0
CXCR1,gn12x48,0
CXCR2,gn12x48,0
CXCR3,gn12x48,0
CXCR4,gn12x48,1
CXCR5,gn12x48,0
CXCR6,gn12x48,0
CX3CR1,gn12x48,0
XCR1,gn12x48,0
ACKR1,gn12x48,NA
ACKR2,gn12x48,0
ACKR3,gn12x48,1
ACKR4,gn12x48,1
CCRL2,gn12x48,0
CCR1,gn12x49,0
CCR2,gn12x49,0
CCR3,gn12x49,0
CCR4,gn12x49,0
CCR5,gn12x49,0
CCR6,gn12x49,1
CCR7,gn12x49,0
CCR8,gn12x49,0
CCR9,gn12x49,0
CCR10,gn12x49,0
CXCR1,gn12x49,0
CXCR2,gn12x49,0
CXCR3,gn12x49,0
CXCR4,gn12x49,0
CXCR5,gn12x49,0
CXCR6,gn12x49,0
CX3CR1,gn12x49,0
XCR1,gn12x49,0
ACKR1,gn12x49,NA
ACKR2,gn12x49,0
ACKR3,gn12x49,0
ACKR4,gn12x49,0
CCRL2,gn12x49,0
CCR1,gn12x50,0
CCR2,gn12x50,0
CCR3,gn12x50,0
CCR4,gn12x50,1
CCR5,gn12x50,0
CCR6,gn12x50,0
CCR7,gn12x50,0
CCR8,gn12x50,0
CCR9,gn12x50,2
CCR10,gn12x50,2
CXCR1,gn12x50,2
CXCR2,gn12x50,2
CXCR3,gn12x50,0
CXCR4,gn12x50,0
CXCR5,gn12x50,0
CXCR6,gn12x50,0
CX3CR1,gn12x50,0
XCR1,gn12x50,1
ACKR1,gn12x50,NA
ACKR2,gn12x50,1
ACKR3,gn12x50,0
ACKR4,gn12x50,0
CCRL2,gn12x50,0
CCR1,gn12x51,0
CCR2,gn12x51,0
CCR3,gn12x51,2
CCR4,gn12x51,0
CCR5,gn12x51,0
CCR6,gn12x51,0
CCR7,gn12x51,0
CCR8,gn12x51,0
CCR9,gn12x51,1
CCR10,gn12x51,0
CXCR1,gn12x51,1
CXCR2,gn12x51,2
CXCR3,gn12x51,0
CXCR4,gn12x51,0
CXCR5,gn12x51,0
CXCR6,gn12x51,0
CX3CR1,gn12x51,0
XCR1,gn12x51,0
ACKR1,gn12x51,NA
ACKR2,gn12x51,0
ACKR3,gn12x51,3
ACKR4,gn12x51,1
CCRL2,gn12x51,0
CCR1,gnICL1.4,NA
CCR2,gnICL1.4,NA
CCR3,gnICL1.4,NA
CCR4,gnICL1.4,NA
CCR5,gnICL1.4,NA
CCR6,gnICL1.4,NA
CCR7,gnICL1.4,NA
CCR8,gnICL1.4,NA
CCR9,gnICL1.4,NA
CCR10,gnICL1.4,NA
CXCR1,gnICL1.4,NA
CXCR2,gnICL1.4,NA
CXCR3,gnICL1.4,NA
CXCR4,gnICL1.4,NA
CXCR5,gnICL1.4,NA
CXCR6,gnICL1.4,NA
CX3CR1,gnICL1.4,NA
XCR1,gnICL1.4,NA
ACKR1,gnICL1.4,0
ACKR2,gnICL1.4,NA
ACKR3,gnICL1.4,NA
ACKR4,gnICL1.4,NA
CCRL2,gnICL1.4,NA
CCR1,gnICL1.5,NA
CCR2,gnICL1.5,NA
CCR3,gnICL1.5,NA
CCR4,gnICL1.5,NA
CCR5,gnICL1.5,NA
CCR6,gnICL1.5,NA
CCR7,gnICL1.5,NA
CCR8,gnICL1.5,NA
CCR9,gnICL1.5,NA
CCR10,gnICL1.5,NA
CXCR1,gnICL1.5,NA
CXCR2,gnICL1.5,NA
CXCR3,gnICL1.5,NA
CXCR4,gnICL1.5,NA
CXCR5,gnICL1.5,NA
CXCR6,gnICL1.5,NA
CX3CR1,gnICL1.5,NA
XCR1,gnICL1.5,NA
ACKR1,gnICL1.5,0
ACKR2,gnICL1.5,NA
ACKR3,gnICL1.5,NA
ACKR4,gnICL1.5,NA
CCRL2,gnICL1.5,NA
CCR1,gnICL1.6,NA
CCR2,gnICL1.6,NA
CCR3,gnICL1.6,NA
CCR4,gnICL1.6,NA
CCR5,gnICL1.6,NA
CCR6,gnICL1.6,NA
CCR7,gnICL1.6,NA
CCR8,gnICL1.6,NA
CCR9,gnICL1.6,NA
CCR10,gnICL1.6,NA
CXCR1,gnICL1.6,NA
CXCR2,gnICL1.6,NA
CXCR3,gnICL1.6,NA
CXCR4,gnICL1.6,NA
CXCR5,gnICL1.6,NA
CXCR6,gnICL1.6,NA
CX3CR1,gnICL1.6,NA
XCR1,gnICL1.6,NA
ACKR1,gnICL1.6,0
ACKR2,gnICL1.6,NA
ACKR3,gnICL1.6,NA
ACKR4,gnICL1.6,NA
CCRL2,gnICL1.6,NA
CCR1,gn2x36,NA
CCR2,gn2x36,NA
CCR3,gn2x36,NA
CCR4,gn2x36,NA
CCR5,gn2x36,NA
CCR6,gn2x36,NA
CCR7,gn2x36,NA
CCR8,gn2x36,NA
CCR9,gn2x36,NA
CCR10,gn2x36,0
CXCR1,gn2x36,NA
CXCR2,gn2x36,NA
CXCR3,gn2x36,NA
CXCR4,gn2x36,NA
CXCR5,gn2x36,NA
CXCR6,gn2x36,NA
CX3CR1,gn2x36,NA
XCR1,gn2x36,NA
ACKR1,gn2x36,NA
ACKR2,gn2x36,NA
ACKR3,gn2x36,NA
ACKR4,gn2x36,NA
CCRL2,gn2x36,NA
CCR1,gn2x37,0
CCR2,gn2x37,0
CCR3,gn2x37,0
CCR4,gn2x37,0
CCR5,gn2x37,0
CCR6,gn2x37,0
CCR7,gn2x37,0
CCR8,gn2x37,0
CCR9,gn2x37,0
CCR10,gn2x37,0
CXCR1,gn2x37,0
CXCR2,gn2x37,0
CXCR3,gn2x37,0
CXCR4,gn2x37,0
CXCR5,gn2x37,0
CXCR6,gn2x37,1
CX3CR1,gn2x37,0
XCR1,gn2x37,0
ACKR1,gn2x37,0
ACKR2,gn2x37,0
ACKR3,gn2x37,0
ACKR4,gn2x37,0
CCRL2,gn2x37,0
CCR1,gn2x38,0
CCR2,gn2x38,0
CCR3,gn2x38,0
CCR4,gn2x38,0
CCR5,gn2x38,0
CCR6,gn2x38,1
CCR7,gn2x38,1
CCR8,gn2x38,0
CCR9,gn2x38,0
CCR10,gn2x38,0
CXCR1,gn2x38,0
CXCR2,gn2x38,1
CXCR3,gn2x38,0
CXCR4,gn2x38,0
CXCR5,gn2x38,0
CXCR6,gn2x38,0
CX3CR1,gn2x38,0
XCR1,gn2x38,1
ACKR1,gn2x38,0
ACKR2,gn2x38,0
ACKR3,gn2x38,0
ACKR4,gn2x38,0
CCRL2,gn2x38,1
CCR1,gn2x39,0
CCR2,gn2x39,0
CCR3,gn2x39,0
CCR4,gn2x39,0
CCR5,gn2x39,0
CCR6,gn2x39,0
CCR7,gn2x39,0
CCR8,gn2x39,0
CCR9,gn2x39,0
CCR10,gn2x39,0
CXCR1,gn2x39,0
CXCR2,gn2x39,0
CXCR3,gn2x39,0
CXCR4,gn2x39,0
CXCR5,gn2x39,0
CXCR6,gn2x39,0
CX3CR1,gn2x39,0
XCR1,gn2x39,0
ACKR1,gn2x39,0
ACKR2,gn2x39,1
ACKR3,gn2x39,1
ACKR4,gn2x39,0
CCRL2,gn2x39,0
CCR1,gn2x40,1
CCR2,gn2x40,0
CCR3,gn2x40,0
CCR4,gn2x40,0
CCR5,gn2x40,1
CCR6,gn2x40,0
CCR7,gn2x40,2
CCR8,gn2x40,0
CCR9,gn2x40,3
CCR10,gn2x40,1
CXCR1,gn2x40,1
CXCR2,gn2x40,0
CXCR3,gn2x40,1
CXCR4,gn2x40,0
CXCR5,gn2x40,0
CXCR6,gn2x40,0
CX3CR1,gn2x40,1
XCR1,gn2x40,0
ACKR1,gn2x40,0
ACKR2,gn2x40,1
ACKR3,gn2x40,0
ACKR4,gn2x40,0
CCRL2,gn2x40,0
CCR1,gn2x41,0
CCR2,gn2x41,0
CCR3,gn2x41,0
CCR4,gn2x41,0
CCR5,gn2x41,0
CCR6,gn2x41,1
CCR7,gn2x41,0
CCR8,gn2x41,0
CCR9,gn2x41,0
CCR10,gn2x41,0
CXCR1,gn2x41,1
CXCR2,gn2x41,0
CXCR3,gn2x41,0
CXCR4,gn2x41,1
CXCR5,gn2x41,0
CXCR6,gn2x41,0
CX3CR1,gn2x41,0
XCR1,gn2x41,0
ACKR1,gn2x41,0
ACKR2,gn2x41,0
ACKR3,gn2x41,1
ACKR4,gn2x41,0
CCRL2,gn2x41,0
CCR1,gn2x42,0
CCR2,gn2x42,1
CCR3,gn2x42,0
CCR4,gn2x42,0
CCR5,gn2x42,0
CCR6,gn2x42,0
CCR7,gn2x42,0
CCR8,gn2x42,0
CCR9,gn2x42,0
CCR10,gn2x42,0
CXCR1,gn2x42,0
CXCR2,gn2x42,0
CXCR3,gn2x42,0
CXCR4,gn2x42,2
CXCR5,gn2x42,0
CXCR6,gn2x42,0
CX3CR1,gn2x42,0
XCR1,gn2x42,0
ACKR1,gn2x42,0
ACKR2,gn2x42,0
ACKR3,gn2x42,0
ACKR4,gn2x42,0
CCRL2,gn2x42,0
CCR1,gn2x43,0
CCR2,gn2x43,0
CCR3,gn2x43,0
CCR4,gn2x43,0
CCR5,gn2x43,1
CCR6,gn2x43,0
CCR7,gn2x43,0
CCR8,gn2x43,0
CCR9,gn2x43,0
CCR10,gn2x43,0
CXCR1,gn2x43,0
CXCR2,gn2x43,0
CXCR3,gn2x43,0
CXCR4,gn2x43,1
CXCR5,gn2x43,0
CXCR6,gn2x43,0
CX3CR1,gn2x43,0
XCR1,gn2x43,0
ACKR1,gn2x43,0
ACKR2,gn2x43,1
ACKR3,gn2x43,0
ACKR4,gn2x43,0
CCRL2,gn2x43,0
CCR1,gn2x44,0
CCR2,gn2x44,0
CCR3,gn2x44,0
CCR4,gn2x44,0
CCR5,gn2x44,0
CCR6,gn2x44,0
CCR7,gn2x44,0
CCR8,gn2x44,0
CCR9,gn2x44,0
CCR10,gn2x44,0
CXCR1,gn2x44,0
CXCR2,gn2x44,1
CXCR3,gn2x44,0
CXCR4,gn2x44,0
CXCR5,gn2x44,0
CXCR6,gn2x44,0
CX3CR1,gn2x44,0
XCR1,gn2x44,0
ACKR1,gn2x44,0
ACKR2,gn2x44,0
ACKR3,gn2x44,1
ACKR4,gn2x44,0
CCRL2,gn2x44,0
CCR1,gn2x45,0
CCR2,gn2x45,0
CCR3,gn2x45,0
CCR4,gn2x45,0
CCR5,gn2x45,0
CCR6,gn2x45,0
CCR7,gn2x45,0
CCR8,gn2x45,0
CCR9,gn2x45,0
CCR10,gn2x45,0
CXCR1,gn2x45,0
CXCR2,gn2x45,0
CXCR3,gn2x45,0
CXCR4,gn2x45,0
CXCR5,gn2x45,0
CXCR6,gn2x45,0
CX3CR1,gn2x45,0
XCR1,gn2x45,0
ACKR1,gn2x45,0
ACKR2,gn2x45,0
ACKR3,gn2x45,0
ACKR4,gn2x45,0
CCRL2,gn2x45,0
CCR1,gn2x46,0
CCR2,gn2x46,1
CCR3,gn2x46,0
CCR4,gn2x46,0
CCR5,gn2x46,0
CCR6,gn2x46,0
CCR7,gn2x46,0
CCR8,gn2x46,1
CCR9,gn2x46,0
CCR10,gn2x46,0
CXCR1,gn2x46,0
CXCR2,gn2x46,0
CXCR3,gn2x46,0
CXCR4,gn2x46,0
CXCR5,gn2x46,0
CXCR6,gn2x46,0
CX3CR1,gn2x46,0
XCR1,gn2x46,0
ACKR1,gn2x46,0
ACKR2,gn2x46,0
